cardraw,cardnr,access_time,id,first_name,last_name,email,fob_id,company_id_users,site_id_users,employee_id,fob_raw,last_access,companyName,orgName,siteName,doorgroups
7bee8de4,2079231460,2022-11-07 1:00:22,161,CCSi,Test,ccsitest@mail.com,2079231460,4,7,2398047283,,2022-11-09 02:14:24,CCSi Communications,Synergy,"Lake Zurich, IL",All Access
7bee8de4,2079231460,2022-11-07 1:05:23,161,CCSi,Test,ccsitest@mail.com,2079231460,4,7,2398047283,,2022-11-09 02:14:24,CCSi Communications,Synergy,"Lake Zurich, IL",All Access
7bee8de4,2079231460,2022-11-07 1:05:25,161,CCSi,Test,ccsitest@mail.com,2079231460,4,7,2398047283,,2022-11-09 02:14:24,CCSi Communications,Synergy,"Lake Zurich, IL",All Access
7bee8de4,2079231460,2022-11-07 1:05:26,161,CCSi,Test,ccsitest@mail.com,2079231460,4,7,2398047283,,2022-11-09 02:14:24,CCSi Communications,Synergy,"Lake Zurich, IL",All Access
7bee8de4,2079231460,2022-11-07 1:05:28,161,CCSi,Test,ccsitest@mail.com,2079231460,4,7,2398047283,,2022-11-09 02:14:24,CCSi Communications,Synergy,"Lake Zurich, IL",All Access
7bee8de4,2079231460,2022-11-08 5:50:52,161,CCSi,Test,ccsitest@mail.com,2079231460,4,7,2398047283,,2022-11-09 02:14:24,CCSi Communications,Synergy,"Lake Zurich, IL",All Access
7bee8de4,2079231460,2022-11-08 5:59:38,161,CCSi,Test,ccsitest@mail.com,2079231460,4,7,2398047283,,2022-11-09 02:14:24,CCSi Communications,Synergy,"Lake Zurich, IL",All Access
7bee8de4,2079231460,2022-11-08 5:59:58,161,CCSi,Test,ccsitest@mail.com,2079231460,4,7,2398047283,,2022-11-09 02:14:24,CCSi Communications,Synergy,"Lake Zurich, IL",All Access
7bee8de4,2079231460,2022-11-08 6:16:23,161,CCSi,Test,ccsitest@mail.com,2079231460,4,7,2398047283,,2022-11-09 02:14:24,CCSi Communications,Synergy,"Lake Zurich, IL",All Access
7bee8de4,2079231460,2022-11-08 6:16:34,161,CCSi,Test,ccsitest@mail.com,2079231460,4,7,2398047283,,2022-11-09 02:14:24,CCSi Communications,Synergy,"Lake Zurich, IL",All Access
7bee8de4,2079231460,2022-11-09 2:14:07,161,CCSi,Test,ccsitest@mail.com,2079231460,4,7,2398047283,,2022-11-09 02:14:24,CCSi Communications,Synergy,"Lake Zurich, IL",All Access
7bee8de4,2079231460,2022-11-09 2:14:24,161,CCSi,Test,ccsitest@mail.com,2079231460,4,7,2398047283,,2022-11-09 02:14:24,CCSi Communications,Synergy,"Lake Zurich, IL",All Access
